review	rating
disapointed room hotel la alamania located 5 8 minutes west train station , able easily thanks directions given people provided feedback past , noted past contributor hotel located 2nd floor building , reserved studio days disappointed learn not located hotel half block away appeared apartment complex , efficiency large family unhappy fact smelt cigarettes not smokers requested non smoking room , complained night manager cigarette odor given air freshener told no rooms available , turned air condition unit sprayed room times air freshener try rid odor , kept air conditioner going days , room typical efficiency refrigerator sink stove , saw ironing board no iron , not concern traveled iron , linen appeared cleaned parquet floor dusty , feel dust soles feet walked bare footed room , room ideal family planning cook couple no intentions cooking wish room view not ideal , bathroom small shower located toilet , bathroom shower shared flooring tiled sloped water naturally drained showered , surprise studio did not come daily room service towels nor soap replaced stay , certainly glad not spending days , shop located nearby wished buy incidentals groceries , continental breakfast satisfactory hotel served coffee juices rolls ham bologna jam butter cheese , location minutes local attractions dome baptistery did not enjoy stay , felt detracted visit florence primarily having pounded streets day wanted able relax returned room nights , difficult felt like prisoners cut rest world , partly fact no english language stations provided hotel tv room did not view , no telephone internet , hand night manager friendly person provided map city briefed attractions located , probably not stay location visit florence instead opt try room just south river arno near ponte vecchio bridge , area appeared beehive activity late night wine bars cafes , 10 minutes major sights , undoubtedly probably expensive 160 euros spent night studio	2
not good expected small old rooms not worth price charged , no hospitality staff , location okay , expected booked room based positive reviews	2
grand hyatt , n't think , disorganized staff coupled wonky fixtures rooms make hotel comical addition hyatt grand class , needs teach run hotel 5 star calibre	2
great escape resort close perfect , sweeping palm tree lined entrance beautiful golf courses , rooms large clean quiet excellent views , pool areas beautiful large hot tubs plenty space enjoy privacy water warm clean , husband golfed faldo course great experience , did n't opportunity eat resort did advantage nearby restaurants , great shooping nearby , loved resort ca n't wait return	5
avoid costs choose hotel location near train station had'nt visited amsterdam , hotel deceiving grand entrance reception area .i booked superior room not liked standard , room small double bed chest drawers banged legs getting past carpet mould sides bathroom small fit children stank high heaven , no view room renovations underway window covered plastic sheeting , supposed star hotel no way like star thats generous .there hotels corner n't just book location	1
best hotel stayed , wife stayed conrad bali 1-10 july 2005 . moment arrived hugely impressed standard hotel friendliness staff , worked highest quality excellent room best pool seen .when lost camera hotel manager arranged head security accompany police station requirement travel insurance not fancied taking , hour later police report allow claim proceed .contrary reviews site food conrad really good , ok cheaper authentic balinese restaurants available bumbu bali minutes away car collect return , luxury hotel impeccable surroundings cost quality food offering experience hard beat .i look forward trip conrad bali recommend highly	5
great location just stayed mon13th nov thurs nov16th 2006have stayed hotel 3 times year love time , arriving eurostar london getting train till arriving hotel 15mins , hotel 90 seconds walk place du republic metro metro lines 10 seconds temple metro good tourist attractions .the staff speak english friendliest staff hotel stayed , rooms clean good sized paris good size bathrooms , not fault it .its just north/west marais street busy day night time quiet marais/central paris stayed rooms .lots tourist info maps/ places visit reception , walk picasso museum carnavelet museum 10 mins marais attractionsi looking forward visit early yearstevefullerton aol .com london	5
love chocolate pillow , definately worth price , bathrobes chocolates classy place , renovations drilling early hammering closed pool damper things staff accomadating , definately going year , renovations completed	4
worst , worst hotel experiences life , moment wife walked knew trouble , carpet filthy odor lobby , switched room odor room got gum stains carpet not mention stains bed spread .simply horrible	1
absolutly worst booked room wife trip seattle edgewater .we ended having plane delays mechanical juneau flt 75 . called edgewater inform late arrival , ended arriving late flt 66 . finally reached edgewater room not reserved , main issues heating cold night general condition room run , asked desk relocate room , informed no rooms available stay , early morning asked moved asked room accepting , informed room not available 4:00 p .m . desk wanted leave bags , not comfortable accepting room sight unseen charges accrueing day , wife agreed time cancel staythe edgewater refused adjust credit card contacted wwte online reimbursement , received adjustment charges wwte , night business trip seattle	1
first-rate experience stay library hotel wife n't pleased , staff accomodations exceptional location extremely convenient planned 2nd floor reading room superb spot enyoy wine cheese evening dinner continental breakfast morning , regret n't stay longer , definitely return	5
cheaper alternative bourbon , husband stayed lemoyne choice hotel provincial n't available , stayed lemoyne sister hotel holiday inn french quarter iberville 4 years ago accumulated hotel points , h .i , fq typical holiday inn clean average staff good location , did not want stay wanted nicer , thought lemoyne answer certain degree , say desk recept eriska awesome , checked deluxe king room nice room claustrophobically mini-me sized switched bigger deluxe double bed balcony room , eriska accomodating checking suites rooms 10pm night treat talk , lobby luxurious generally rooms not , face not nola rooms , room tidy clean worn not new orleans way , huge hole ceiling prohibit balcony door locking toilet paper holder falling wall eveytime reached roll internet access not working , bathroom minor flaws like hairs unknown origin not mind just make looking bathroom , shower good hot powerful , housekeeping little stingy room supplies definitely ask towels , hotel location giant plus block bourbon 3 canal , valet parking plus secure lot hotel valet park 1 block 6 night , balcony room overlooked bienville great friday nite freaks boom boom cars cruised 5am , stay ask interior facing room/balcony , stayed nicer hotels fq , hotel adequate stay free hotel point nights favorite hotel booked , hope helps questions ask	3
great location nice bright clean newly decoreated hotel , day staff really helpful guy s evening , mind miss quirky paris 2 star hotels past sloping floors toilets situated opened room door not mention steaming cisterns toilet pipe shower , nothing memorable place strong euro worked having paid 1 night booking remainder paid check room cost night booked , c'est la vie	4
amazing hotel food best stayed excellence punta cana april 2008 . going read reviews trip advisor not spend time writing repeat reviews , hotel grounds room facilities amazing , stayed excellence club excellence suite ocean view , room large view great ocean pool , excellence club lounge nice concierge friendly helpful , going stay swim suites likes lock room sliding doors leading pool unlocked inside walk room main door , decided stay larger room better balcony view second level , no problems staff , helpful tiny bit spanish knowledge helps lot , pool wonderful beach great permitted swim small section rough seas , morning people good good lounge chairs floating mats went early 7:30 morning , save seats mats breakfast , wildlife ground cool parrots peacocks ducks turtles flamingoes , n't let parrots climb wile arm wearing expensive earrings shiny objects , ate wife diamond earrings fortunately spat diamond ate mounting , reviewers mentioned food best , not say inedible not keeping quality rest resort , ate restaurants enjoyed french restaurant , food cooked bland cold , 24 hour room service tasted good arrived cold not ordered items , breakfast said good , large meal morning lunch dinner n't tasty , stayed times sandals bahamas comparing excellence punta cana sandals , sandals food resort grounds wife said eden , great stay punta cana michael jackson amazing drinks beach pool wonderful drawback food	4
breezes ok trip caribbean n't quite sure expect breezes punta cana 9-16 nov ., rooms average quality come intermittent plumbing issues say apparently heavy rainfalls overloaded , property overall laid-out large away bar beach depending mood , food average paris restaurant excellent buffet good italian restaurant sub-par , pasta sauce tasted exactly tomato soup appetizer , beach great lots waves white sand pool clean kids tended stick end , no problem language barriers staff pleasent , disco great evening night music began repeat quite bit , n't like latin music rap/reggae wo n't like disco , overall best parts beach property general food use little work .also say n't tip bartender want prompt service premium brands want regular bartender slip couple dollars days	3
great hotel great city , picked hotel review tripadvisor not disappointed , room great bigger usual size fora city centre hotel , decor amenities great , course location beat , hotel close major attractions street fairly quiet , couple little minor points certainly wouldn__Ç_é_ stopus returning again .firstly hotel shape means lot rooms face inwards no street view room opposite , you__Ç_éÈe lower floor restricts light rooms room little dark needed light daytime .secondly service bar__Ç somewhat slow , saw group leave waiting 10 minutes arriving no given menu group ask doorman service , having said ambience nice bar food fairly good value .breakfast restaurant nice little pricey you__Ç_éÈe tourist__Ç 45 couple , tried plenty cafes round blocks offer good food better value .we paid 200 room night deal__Ç advance purchase think really good value location quality especially current uk_ ¢ rate , note sure pay rack rate prices though .all you__Ç_éÈe going dc make sure stay hotel	5
great facility great food good service average guests resort 1st 8th , background wyndham grand cayman breezes bahamas sandals halcyon st . lucia , little long promise balanced__Ç review overall great facility great food good service .the facility beautiful , clean maintained , pool clean , people walking picking cups went business , room nice- clean serviced 3 everyday , did ask wash-cloths twice , little gifts left everyday rum candles nick-knacks , great ac , spotty tv reception , no problem getting chairs pool , beach does early 9-10 , note good deal topless-ness beach pool , american and/or issue want reconsider , dozen kids 6 , not person annoyed- largely way , it__Ç_é_ pretty big place , small casino lobby slots table games .small expensive gift shop , try avoid getting change pesos- wad money dollars change 120 pesos , gift shop does uncanny way avoid small change__Ç did not leave hotel excursions providers site , nice spa separate pool workout room , spa services massages facials , extra , service good overall staff friendly accommodating , language issue things detailed simple directions menu questions , not english spoken , note americans small number visitors- encountered russian french german visitors fellow americans , staff not fluent languages , english not common language caribbean locations like jamaica bahamas , country , little spanish language dictionary help out .restaurants good- matter personal tastes , favorite french steakhouse , japanese note group setting 12 chef prepares meals brazilian rotisserie buffets seafood italian good , wife deserts general lacking , did not like breads did i__Ç_é oat__Ç white bread , note meal times- dinners start 7 lunch 12-4 breakfast 7-11 , not really posted room service hours times bit differently , make reservations morning- needed not mad rush in .i recommend trying different things avoid monotony food items largely unmarked- it__Ç_é_ guessing , lot__Ç_é_ fish meat pastas vegetables fruits choice , not restaurants open night- signs posted restaurant__Ç_é_ lobby bar located place central bar/lounge area , service average good- just depends waiter s like place , little effort needed someone__Ç_é_ attention buffets seated , long pants needed men evening no bikini tops day , drinks little lacking quality mixers used , shelf liquors available , whites rose wines fine chilled eating paella late afternoon , better wines cost extra , giant coconut drinks good , bartenders friendly working hard day-the biggest negative sales pitch got roped melia rep trying breakfeast talk travel services resorts , got room , got follow room kind hung guy , sent email complain .last note- walk lobby pool minutes- don__Ç_é_ need wait tram settled in__Ç enjoy trip__Ç	3
best hotel san francisco stayed vitale 3 nightsafter couple hotels wanted stay blessing disguise , fleet week beautiful weather city packed rafters , location perfect opposite marketplace , fantastic bar buzzing reasonably priced hotel bar .photos room n't justice colours materials used quality , fantastic bed linen plus lovely tolietries , rooms fantastic size sfo standards plus great turndown service , eaten previous stay food good noisy attached busy bar area .only criticism not squuezing small lap pool amazing roof , ca n't wait stay	5
over-priced efficient wife just returned week stay caribe hilton san juan pr paying convention rate quite expensive , additional item charged restaurants meals drinks extortionate thanks previous travellers suggested convenient subway corner nearby , worthwhile getting cab old san juan 10 11 way sample numerous restaurants vibrant street scene festival sunday celebrating san sebastian noisy birthday celebrations room comfortable desk did request dull view cigarette butt strewn roof floor room initially allocated , bright spot pride job shown augustus took care pool area near tropical gardens , kept absolutely pristine clear cared area hotel guests used	2
great hotel hotel nice room really comfortable clean , location pretty good blocks pike place market waterfront , definitely stay seattle	5
not arrived night stay initial impressions tell n't , cat sitting table cute people does n't appeal , room overlooked unkempt overgrown area , room hotel looks shabby extremely basically furnished , main thing musty smell soon entered room deeply soiled carpets , room cleaned linen looked clean way past needing change carpet washed net curtains euro spent furnishing .it suit loooking basic place head , personally would't recommmend , picked suitcases paid night left immediately	1
good vacation not best , just returned barcelo bavara caribe march 27th- april 3rd , overall good vacation , time dominican travelled places world , room perfect location 6338 not far lobby pool beach , reviews say alittle dated honestly time spend room , balcony great big quiet , beach beautiful alittle sea weed shore , food good better expected , thing n't change day day , hotels buffets similar no sense going , ate a-la-cartes italian- good mexican-better steakhouse-excellent , honestly faster walk resorts bavaro beach golf casino trollies , confusing places pizzeria food stop disco prices food items free , night got late disco place eat did n't bring money starved morning thought pay , lots europeans resort , read did n't quite understand got , swear 20 people spoke english night boyfriend couple canada , enjoy speedo lots toplessness resort , speaking engligh big fall staff try hardly understand english extent need , recommend bring mug cups day small need refill times no bar beach make life easier , no face cloths room bring , did excursions , friday night romantic lobster dinner paradise island beware not going island instead eating pool , disappointed did wonderful job food service excellent , cost 35 .00 person totally worth , went parasailiing day bought guy beach 40 .00 30 minutes , chose reef exploration tour n't waste money , seen 30 fish 3 stingrays cage 3 sharks cage , not worth 83 .00 person , did really enjoyed bavaro runners tour , day really dominican country , reviews say locals pushy just n't make eye contact think interested offering , great relaxing holiday recommend resort	3
carabela , beach thumbs , little beach unrestricted sunlight palm trees actually nice , sun intense good change able shade beach , hard beach chair fairly quiet just n't used thongs speedos topless women everywhere .hotel thumbs , clean landscaped , rooms bright balconies nice tile work , entertainment night remind local public access network , picture big lip sync dancers just n't quite good , yes silly n't , workout room serviceable not air-conditioned tough workout , looked window tiny casino closed yes closed casino decided n't in .food thumbs , let break simply main dining hall avoided , unfortunate eat breakfast lunches dinners , stale stale , mushy mushy , flies guess , run tomorrow , luckily make reservations dinner good meal , mexican italian crepes grilled good , catch make reservations 8-10am day want , 9:30am reservations girl tired grumpy not getting reservations told restaurant sold , told restaurant sold complain desk easily , did night told sold went places night totally , food problem tightly controlled schedule , arrived resort 4 forced starve 7 dinner starts .drinks , quickly learn no tipping help resort reason tip bar make friends life , help main bar great afraid not make miserable human beings mini bars resort , prepared dirty looks rolled eyes simplest requests , ok reason no tips , drinks come glasses described breakfast juice glasses , probably 6 ounces tipped beer ordered sudden place not all-inclusive , place beer presidente trouble tasting cheap alcohol use mixed drinks , swim bar main pool open , service thumbs waaaay , thing worse food service , nice workers resort look deep heart , employees desk way busboys just plain rude unaccomadating unprofessional , attitudes women just offensive female guest prepared thorough complete look men , not employees place lazy spiteful examples write , lump security section 20 minutes stay resort offered control substance looked like bum .overall n't mean total downer fun n't place , great place tan relax beach , awful service overwhelming sense not getting money worth eyes guests , place couples families not going date no way , girlfriend dominican carabela .oh yea spent time toilet did beach	2
not bad n't bad reviews royal garden , service extremely friendly helpful treat determines service , rooms serviced day clean fresh towels provided .as location quite relaxing 10 minute walk away centre waikiki , canal great place walk watching outrigger crews , locals jog , canal not waikiki high street , royal garden handily placed walk fort derussy beach locals beach relaxing waikiki .sure place lick paint want 5 star accommodation pay prices	3
great money understand mixed reviews grand oasis , compare paying getting , honeymoon booked 7 nights junior master suite spent 1200 people , room luxourious jaccuzzi huge walk shower ca cable tv , choices restaurants sufficient specialty restaurants portions sort small , buffet choices meals , house keeping great remember leave modest tip day want extra mile flowers bed , chose not excursions tour guides charge , did opt use sea kiaks sail boat , learn little spanish talk local venders husband bilingual no problems , problem mention venders come couple evenings guess tourists n't leave resort , yes bit pushy just walking not interested , walk way beach resort grounds peace quiet , n't safety reasons , adventure selling coconuts handmade art , activity loud music main pool lots toplessness going resort beaches , bugs minimal night , oh wanted local music dancing like marangue bachata salsa , think resort catered prodominent eureopean crowd .all pleased trip	4
upgrade outdated arrived given junior suite marriott silver status , upgraded room joke , switches broken linens old bed sagged lcd tv sitting radiator not bed , addition nearly impossible king size bed no walking room , room away highway road noise bad , wife didnot sleep wink night , morning canceled 2 days reservation moved towneplace suites near airport , half price better renaissance , worst marriott stayed , stay away	1
loved stay husband spent 3 nights , enjoyed stay , short walk train station walkable hotel , breakfast not great , staff great helpful rooms clean perfect	4
decent convenience stay stayed getting night late having early connection day , lobby nice pretty thankfully 24-hour room service friendly english-speaking staff , standing lobby looks like fine hotel , rooms clean small rundown , fixtures fine old , walls literally paper-thin hear things going hall rooms , ordered pizza room service wished n't , ca n't beat convenience factor location , hotel literally right domestic ticket counters short 2 minute walk footbridge main lobby , placed situation late arrival early departure stay	3
fine n't mind noise , like sleep comforts not stay , staff friendly room nice size think just lucky , hotel did faults , double bed really singles pushed little closer , mattresses hard felt like sleeping floor , windows not double glazed prepared hear going outside conversations understood language , morning woken women having loud conversation outside room italian not sure staff guests conversation/shout went forever , hear person sneeze room door , noise plumbing unbelievable , breakfast fine italy really , having said location great	3
worst hotel , hotel not worst hotel near strip not looking bargin , experience comprehension , not advise hotel , locals looking quicky place good time , rooms dirty bathrooms unsanitary kitchenette not used not boiling water safty establishment time low , warn not book reason	1
hotel hosts make stay excellent hosts hotel barbara emmanuelle visit like staying family , extremely helpful restaraunt suggestions , nice breakfast , pleasure having dinner drink talking evening	4
wonderful smalll hotel husband stayed hotel residence henri iv february 2008 . nice located small hotel , early booking discounted rated 3 nights 549 .00 euros total , called room__Ç included small living room futon couch small table 2 chairs good size separate bedroom nice tv plugged ipod watched favorites , photos shown web photos trip advisor represented hotel accurately , small kitchenette microwave fine snacks small refrigerator good beverages cheeses , bathroom clean good size shower curtain , rooms large windows open small step-out balcony good view , hotel quiet english speaking staff helpful , suggest continental breakfast delivered room , having petit dejeuner delivered comes hot-hot coffee steamed milk basket breads croissants butter jam orange juice , makes stop moment day sight seeing sit cute table look windows feel like parisian , day did not breakfast hotel save 10 euros going croissants coffee corner fabulous famous kayser cafÄ bakery just corner busy just kept running stopped till lunch , room breakfast treat , hotel perfect location , close markets restaurants metro__Ç_é_ buses taxi stands , hotel walking distance good restaurants , suggest christophe restaurant 8 rue descartes good bistro meal , suggest pudlo paris restaurant guide gilles pudlowski great reference guide accurate reviews time 2007 translated english .make sure booking hotel residence summer air-conditioning , don__Ç_é_ air-conditioning problem rooms stuffy open windows , february discounted price great hotel	4
loved tuskany booked hotel silla reading reviews trip advisor web site didn__Ç_é_ regret second , lovely hotel good location , wonderful staff friendly helpful , single room small clean quiet didn__Ç_é_ spend lot time it .the breakfast buffet excellent , fall love tuscany enjoyed stay silla	4
loved sullivans great location exploring sydney surrounding area convenient buses great walking easy quick access town ferries bondi southern beaches direction .very friendly helpful staff , appreciated free internet access laundry facilities .rooms simple clean adequate use not spending day room sydney .we appreciated pool hot day exploring sydney	5
priceline deal stayed 2 nights visiting family , booked priceline reading online reviews somewhat pleased stay , book priceline 2 twin beds barely long 6ft heating dificult operate , fireplace nice , parking 28/day pretty steap hard offsite parking , moring told upgrade king bed water room extra 50 night , did better room , great view larger bed , just away cruise terminal door alaskian cruiseship view day , stayed seattle sheraton following night 180 priceline liked hotel better	3
enjoyed la perle girlfriend stayed la perle nights mid 2007 . enjoyed hotel loved paris , hotel just couple blocks st . germain great place stay lots great shops boutiques restaurants galleries attractions , plus hotel close different metro lines accessing rest city easy .within minute walk louvre musee d'orsay notre dame st . chappelle st . sulpice , museesrodin picasso pompideau centre little butalso walkable , attractions eiffel tower arc triomphe just short distance away metro paris easy safe use .the hotel average good value downtown paris , street quite quiet night did n't trouble withnoisy neighbors outside rooms , yes rooms small quite comfortable spend time outside , hotel small breakfast area lounge lobby use internet access .if considering going open bus tour city stop quite close hotel st . germain , not main route routes altogether waited long time bus come ends day sooner main line , better idea walk notre dame bus routes intersect board there .we bought day metro pass handy bought 6 day museum pass useful saved quite lot time waiting lines main attractions , worth buying .the louvre d'orsay course fantastic versailles chance versailles unbelievably busy , highlight especially like monet work musee d'orangerie , just past louvre excellent , thought hotel des invalides amazing .have great trip	4
never-ending list problems visiting new orleans conference short vacation wife stayed embassy suites julia street offer excellent value , good reasons looked like good deal , positive location great access convention center problems night 5th floor loft separate building hotel , thing noticed walking room cockroach sitting table , room decorations loft industrial feel unpainted exterior walls converted factory/warehouse fine like sort thing , double beds instead requested king elevator shaft right bed making noise night hotel staff unwilling and/or unable , morning toilet blocked alarm clock radio volume switch did n't work .we moved new room day , king bed main hotel noisy electrical transformer corridor closet bed , toilet blocked flooded bathroom time meaning needed replacement towels took arrive , towel bar broke , unable change time setting alarm clock remember hour behind .finally returned final day touring french quarter locked room , told checked , showing id having spoken senior receptionist eventually let room , luckily belongings n't know types problems common new orleans certainly not common embassy suites , advice choose stay not expect usual high standards come prepared deal problems	1
gross problems hotel , town wedding just wanted someplace affordable clean , not looking fancy , arrived new orleans 2 p .m . told room not ready , left came 4:30 room not ready , mind wedding evening needed time dressed leave 5:30-45 . room not ready , used excuse housekeeping short-staffed , waited finally checked 5:15 . bed gross , multiple stains comforter blanket worse , blood stains , disgusting , called manager excuse , wash blankets month gross set stains ca n't help , happen staying honeymoon suite expect , wtf , happened book honeymoon suite king sized bed expect nasty dirty filthy stains , said bring clean blankets , returned wedding 2 p .m . no blankets , called waited 30 minutes , nothing , fiance finally desk , overall horrible experience stay , fact room dirty heard loud banging sounds day night pizza place downstairs , let add shower did not drain soap scum stuck tub time took shower , n't stay	1
not worth price date stay november 16-19 2008my family arrived hotel conference dates listed , arrived decided not valet car parked self-parking lot , knew long walk self parking lot good 10-15 minute walk hotel room , night lot extremely dark confusing manage odd layout hotel , concerning lack security parking lot , lot merely open come serve lot overnight guests share temporary visitors , no way hotel discern parked , despite safety distance issues hotel charged 10 .00 self-parking .once arrived upgraded cottage room little did know mistake , arrived cottage room decidely underwhelming room cost , room small badly renovated , bath smaller expected caliber hotel , heating did not work deserts cold night hot water ran 10 minutes , minutes fine person not family .the check-in attendant upgrading room stated semi-private room overlooking main grounds , semi-private means hearing honeymoon couple door drunken noises bar attendant right , windows old means no double glazing heat sound , no view grounds hedges grown ca n't sitting patio furniture , stand , noticed problem lot cottages , reason hedges grown high amenities right cottage rooms , chess putt-putt amenities touted immediately cottage rooms , means little johnny misses putting shot coming room .houseekeping pretty decent weird choices , day given washcloths , day cloths removed replaced bath mat , mat removed well .one day trip decided drop kids kids korral touted baby sitting option , arrived noticed entrance korral reached access road commerical deliveries , playground dierctly accross korral separated construction access road , avoiding truck pain disconcerting door korral room open access road no direct supervision , korral attendant seated immediately outside korral room , precocous child trying playground construction access area equals disaster , oh forgot mention basketball court playground open lots power construction tools plugged laying around .the hotel costs usually arbitrary , chocolate cookie charged cafe 5 , cookie pool 3 .50 , used bottled water room listed 6 , checked water 7 .99 , miniscule amunts food paled comparison overpriced food , cafe restaraunt wildy overpriced quality , cafe did not serve lost child-friendly breakfast foods forced order takeout restaruant , ordered oatmeal given starbucks coffee cup .the day stay straw , family got early pack trip home , glad did head housekeeper opened door room 8:50 inquire leaving despite hotel policy 12 noon checkout time , completely unprofessional entering room permission housekeeper actually gave attitude not leaving earlier , no apologies just attitude , way property saw contractors hotel condo construction project fishing aqueduct near property , contractors actually taking self-parking spots clientele fishing , management focused time obtaining conferences selling condos forgotten basics customer service	1
decent hotel great location booked rooms priceline 4 star hotel downtown seattle husband friends nights , paid 120/night , corner room friends room elevator bigger room bathroom did , possible try not corner room rooms ending 14 corner rooms , bed comfy room clean lovely l'occitane toiletries funny animal print velour bathrobes closet , heavy drapes block light facilitates good nights sleep not good view n't rooms long , thing frustrating fact temperature does n't 64 degrees say 60 degrees like room cold , oh not really big loss .the hotel does wine hour missed night served duck pond wines second night , served pizza restaurant tulio hotel restaurant zagat rated , pretty funny hear concierge pouring wine tell wine washinton just driven past winery day oregon given couple bottles wine friends oregon wine valet checked snooty irritated chose not park hotel street save little money , valet parking 30/day plus tip no self-park , park street cost 26/day no wait no tip , desk staff bit stuffy snooty probably expected tier hotel stayed nicer hotels friendlier desk staff , concierge not available needed recommendations/directions/maps desk girls second night kind look late night movie times us .the hotel 8 blocks pike place market , trip foot space needle bit hike worth pastries walk , stores coffee shops kinds restaurants blocks , standard experience , got good value encourage stay pricier fairmont corner unless cost not concern , pretty good experience	3
nice hotel paris party adults spent 3 day hotel ares mid-september , good-sized room double beds , room freshly decorated yellow walls nice white carved crown molding , large windows bedroom spacious bathroom opened interior coutyard not attractive fresh air great , paris standards bath huge , hotel located 15th just short walk eiffel tower , quiet street block shopping restaurants metro , hotel staff gracious helpful , stayed 3 star hotels paris best far , metro station great access lines , definitely stay	5
great hotel just returned hotel stayed 24 .08 3 nights originally booked 2 petite double rooms tight budget cost room 3 nights booked january think got better rate booked direct hotel , got taxi airport hotel 28 euros .when checked given champagne free nice suprise partners birthday upgraded large room 620 terrace great table chairs sit night wasnt view room clean modern flat screen tv english channels leave air day lovely cool , no tea coffee facilities room 3 euro day safe deposit box 2 euro stay think , friends stayed room 103 petite double really small room room quite near reception room 320 gravina 11 2 lifts bit trek .its location excellent easily walk las ramblas harbour catch tourist/airport buses place catalunya square airport bus busy cheap come 5 minutes .breakfast 17 euros didnt hotel did drinks bar expensive .overall think hotel great location staff friendly spoke english , hotel clean not tired looking scruffy good 3 star hotel	4
expectations house power outage decided spend night hotel deca , stayed deluxe rooms no way deluxe , maybe expectations high expecting shoebox room surprised not refrigerator microwave , room lacked safe nice , worst tiny tiny bathroom , little space set toiletries , breakfast bland cold continental items coffee , breakfast included wireless internet access plus , recommend hotel just looking place sleep , looking special hotel extras not recommend hotel deca	2
definitely not return occidental guest occidental grand punta cana february 15th-18th attend wedding , fortunately wedding lovely group fifty people experience hotel challenge say , service varied , desk staff not attentive nothing praise restaurant staff extremely hospitable .i arrived hotel approximately 1pm room not ready 6pm despite stated 3pm check time luckily friends arrived day prior able store belongings room ready , entering room disappointed extremely poor condition , 2 dresser drawers opened did coated sticky unidentified substance , lampshades ripped soiled appeared coffee grinds , showering adventure , no hot water duration stay hotel did n't bother fact virtually no water pressure , considering fact long hair took approximately 40 minutes wash hair felt fully rinsed soap entirety stay , thought just room fact attending wedding saw approximately 15 rooms equally disrepair , food unpleasant , fresh not variety lunch , different note taco pizza terrace level good , going dinner best bet la hacienda , order steak best menu .the beach pools hotel stunning , amazingly clean relaxing , punta cana extremely beautiful definitely return , not return occidental , melia barcelo bavaro beach live star rating	2
mixed impression family stayed easter weekend hotel decidedly mixed review .the location perfect far bourbon street ensure night__Ç_é_ sleep close french quarter offer , room adequate parents upgraded room nice balcony overlooking street , courtyard beautiful pool pleasant small .the staff friendly helpful there__Ç_é_ not provide level service expect high-quality hotel , valet parking stand rarely manned no offered drinks courtyard pool despite menus placed tables .we hotel clean , i__Ç_ée lived new orleans didn__Ç_é_ think rooms smelled like mold , mildew fact life folks city gets rain .the w great location needs tuning level w__Ç_é_ seattle times square , staff members hand make excellent place crescent city getaway	3
amazing place stayed hotel form 5/21-5/31 , time booking long vacation usually spend seven days , 4th time d .r time amazing hotel , traveled daughter 3 years old absolutely loved kid club special thanks maria nad maggie time effort entertain kids , food good problem dominican cause husband sick happened majestic , appreciate nice reviews given place , definetely worth	5
nice lacking high hopes hotel wanted stay , lobby beautifully decorated continential breakfast better but- thing know rooms not sound proof , neighbor flushes commode takes shower hear , night long , valet entry little odd find- no complaints circled block once .there iron cactus walking distance great food drinks .the rooms nice- just loud	3
average experience rooms sixth avenue inn included delta weekend getaway package seattle , centrally located inn not hotel choose nor seek again .the property old showing age , rooms cramped dark , furnishings uncomfortable extremely hard beds rickety wicker patio furniture used place conventional chairs , high speed internet access provided 10 .00 day port wired wall does not extend tiny nearby desk making computers difficult use , pay-as-you-go terminal lobby slow crippled worth money , not place stay plan work room .the desk staff helpful needed fax refax documents .breakfast restaurant surprisingly hearty not seek lived seattle , breakfast not included room .in end property not best choice business vacation users good solution young people looking inexpensive rooms heart seattle	2
good value great area wife spent 3 nights cow hollow motor inn , located lombard st great area , close union street closer chestnut st marina district , means walking district best restaurants not mention boutiques shops .location value key words , paid 125/night reasonable plain room good san francisco , no real amenities free parking unusual city , parked rental car left buses lombard fishermans wharf union square , room gave partial view golden gate view , highlights trip walk bridge sausalito ferry , actually bused bridge really walking distance hotel .cow hollow motor inn not fancy offers great base visit san francisco breaking budget	4
brilliant hotel stayed march 2005 mother daughter weekend daughter friend daughter , rooms excellent kitchen area great super bathroom , location excellent staff extremely helpful , definitely use hotel	5
expect saw rate online sites werent planning stay got group rate 129 room worthwhile certainly wouldnt pay seen rate 199 .the room clean spacious comfortable , really great view city .the service friendly , desk pretty slow hotel fully booked busy .the pool pleasant restaurant expect renaissance .the hotel hill fairly steep climb cheap taxi ride didnt feel like walking	3
overpriced moldy musty hotel excited going puerto rico durring winter , disapointment checked hotel .the room small balcony view ocean , morning flood bathroom bathroom , called told plumbing diverted incorectly , n't know means , 4 hours later n't come fix problem , asked new room told none available , husband went dest complain , finaly given room , rest time called apologize ask , really did n't care , floor 5 main building distinct musty odor elevator doors opened , couple got did noticed , small chunks walls gone corners hallways , rest walls stained bad need new paint job .there working elevator 5 nights stayed , took 10-15 minutes room lobby , allowed use service elevator leads main kitchen , seeing kitchen glad did n't eat facility restaurants .when checked shocked additional charges , 24 .00 resort fee 4 .50 bellman fee maid fee , blocked wi fi services forced use internet service 14 .95/night .we definetly hotel , paid 285 .00/night not worth money , not hotel need repairs employees rude did n't care way guests , checked did n't ask alright , holiday inn asks checkout , oh live learn	1
